row_id,order_id ,cust_id ,created_date,created_at,item_id ,quantity ,delivery 
72,ORD_00027,151,2023-01-04,21:08:49,it010,3,1
73,ORD_00027,151,2023-01-04,21:08:49,it012,8,1
74,ORD_00027,151,2023-01-04,21:08:49,it026,1,1
75,ORD_00027,151,2023-01-04,21:08:49,it036,1,1
76,ORD_00028,187,2023-01-04,12:50:07,it035,7,1
77,ORD_00028,187,2023-01-04,12:50:07,it008,3,1
78,ORD_00028,187,2023-01-04,12:50:07,it003,9,1
79,ORD_00028,187,2023-01-04,12:50:07,it036,6,1
80,ORD_00029,146,2023-01-04,19:41:45,it009,9,0
81,ORD_00030,265,2023-01-04,12:18:45,it019,8,0
82,ORD_00031,221,2023-01-04,13:30:51,it027,9,1
83,ORD_00031,221,2023-01-04,13:30:51,it025,1,1
84,ORD_00031,221,2023-01-05,13:30:51,it030,10,1
85,ORD_00033,148,2023-01-05,12:26:50,it027,8,0
86,ORD_00033,148,2023-01-05,12:26:50,it032,6,0
87,ORD_00033,148,2023-01-05,12:26:50,it014,4,0
88,ORD_00034,248,2023-01-05,21:36:01,it036,10,1
89,ORD_00034,248,2023-01-05,21:36:01,it014,6,1
90,ORD_00035,22,2023-01-05,20:43:26,it013,4,1
91,ORD_00036,24,2023-01-05,22:17:09,it029,6,0
92,ORD_00036,24,2023-01-05,22:17:09,it036,5,0
93,ORD_00036,24,2023-01-05,22:17:09,it029,4,0
94,ORD_00036,24,2023-01-05,22:17:09,it032,3,0
95,ORD_00037,114,2023-01-05,22:44:07,it008,6,1
96,ORD_00037,114,2023-01-05,22:44:07,it002,5,1
97,ORD_00038,65,2023-01-05,18:40:24,it014,7,1
98,ORD_00038,65,2023-01-05,18:40:24,it015,6,1
99,ORD_00039,249,2023-01-05,13:14:26,it022,9,0
100,ORD_00039,249,2023-01-05,13:14:26,it037,7,0
101,ORD_00039,249,2023-01-05,13:14:26,it031,3,0
102,ORD_00040,114,2023-01-05,22:15:01,it010,2,0
103,ORD_00040,114,2023-01-05,22:15:01,it008,9,0
104,ORD_00040,114,2023-01-05,22:15:01,it006,2,0
105,ORD_00041,53,2023-01-05,13:26:39,it028,6,1
106,ORD_00041,53,2023-01-05,13:26:39,it020,10,1
107,ORD_00042,259,2023-01-05,22:39:53,it002,5,1
108,ORD_00043,230,2023-01-05,21:36:37,it020,8,0
109,ORD_00043,230,2023-01-05,21:36:37,it009,2,0
110,ORD_00043,230,2023-01-05,21:36:37,it033,2,0
111,ORD_00043,230,2023-01-05,21:36:37,it003,2,0
112,ORD_00043,230,2023-01-05,21:36:37,it002,4,0
113,ORD_00043,230,2023-01-05,21:36:37,it008,4,0
114,ORD_00044,237,2023-01-05,21:34:40,it012,4,1
115,ORD_00044,237,2023-01-05,21:34:40,it013,4,1
116,ORD_00044,237,2023-01-05,21:34:40,it009,6,1
117,ORD_00044,237,2023-01-05,21:34:40,it009,4,1
118,ORD_00044,237,2023-01-05,21:34:40,it027,4,1
119,ORD_00046,83,2023-01-05,11:42:47,it036,9,0
120,ORD_00047,204,2023-01-05,19:16:58,it013,8,1
121,ORD_00047,204,2023-01-05,19:16:58,it032,8,1
122,ORD_00048,14,2023-01-05,13:05:50,it037,2,1
123,ORD_00048,14,2023-01-05,13:05:50,it028,4,1
124,ORD_00048,14,2023-01-05,13:05:50,it021,4,1
125,ORD_00048,14,2023-01-05,13:05:50,it023,7,1
126,ORD_00048,14,2023-01-05,13:05:50,it024,2,1
127,ORD_00049,225,2023-01-05,10:39:24,it029,9,0
128,ORD_00049,225,2023-01-05,10:39:24,it005,6,0
129,ORD_00049,225,2023-01-05,10:39:24,it002,7,0
130,ORD_00050,202,2023-01-05,19:29:13,it013,3,0
131,ORD_00051,80,2023-01-05,21:06:32,it015,4,1
132,ORD_00051,80,2023-01-05,21:06:32,it008,6,1
133,ORD_00052,276,2023-01-05,12:21:48,it030,6,1
134,ORD_00052,276,2023-01-05,12:21:48,it032,2,1
135,ORD_00053,180,2023-01-05,11:14:42,it015,2,0
136,ORD_00053,180,2023-01-05,11:14:42,it003,1,0
137,ORD_00053,180,2023-01-05,11:14:42,it002,7,0
138,ORD_00054,58,2023-01-05,21:45:29,it036,9,1
139,ORD_00054,58,2023-01-05,21:45:29,it031,1,1
140,ORD_00054,58,2023-01-05,21:45:29,it002,6,1
141,ORD_00056,6,2023-01-05,13:43:45,it031,5,0
142,ORD_00056,6,2023-01-05,13:43:45,it007,9,0
143,ORD_00056,6,2023-01-05,13:43:45,it029,6,0
144,ORD_00057,173,2023-01-05,19:10:11,it012,1,1
145,ORD_00058,292,2023-01-05,13:32:06,it020,4,1
146,ORD_00059,226,2023-01-05,11:20:33,it012,5,0
147,ORD_00059,226,2023-01-05,11:20:33,it034,5,0
148,ORD_00060,109,2023-01-05,20:50:34,it004,2,0
149,ORD_00060,109,2023-01-05,20:50:34,it034,3,0
150,ORD_00060,109,2023-01-05,20:50:34,it018,2,0
151,ORD_00060,109,2023-01-05,20:50:34,it022,8,0
152,ORD_00060,109,2023-01-05,20:50:34,it026,1,0
153,ORD_00062,102,2023-01-05,12:10:34,it032,1,1
154,ORD_00062,102,2023-01-05,12:10:34,it029,10,1
155,ORD_00063,223,2023-01-05,19:26:36,it017,3,0
156,ORD_00063,223,2023-01-05,19:26:36,it021,8,0
157,ORD_00063,223,2023-01-05,19:26:36,it030,1,0
158,ORD_00063,223,2023-01-05,19:26:36,it005,2,0
159,ORD_00064,121,2023-01-06,18:44:30,it025,9,1
160,ORD_00064,121,2023-01-06,18:44:30,it015,9,1
161,ORD_00064,121,2023-01-06,18:44:30,it007,7,1
162,ORD_00064,121,2023-01-06,18:44:30,it034,1,1
163,ORD_00064,121,2023-01-06,18:44:30,it020,4,1
164,ORD_00065,52,2023-01-06,20:54:42,it023,3,1
165,ORD_00065,52,2023-01-06,20:54:42,it033,6,1
166,ORD_00065,52,2023-01-06,20:54:42,it014,2,1
167,ORD_00065,52,2023-01-06,20:54:42,it024,7,1
168,ORD_00066,269,2023-01-06,11:16:16,it003,4,0
169,ORD_00066,269,2023-01-06,11:16:16,it001,5,0
170,ORD_00066,269,2023-01-06,11:16:16,it002,9,0
171,ORD_00066,269,2023-01-06,11:16:16,it036,10,0
172,ORD_00066,269,2023-01-06,11:16:16,it019,10,0
173,ORD_00066,269,2023-01-06,11:16:16,it004,7,0
174,ORD_00066,269,2023-01-06,11:16:16,it030,2,0
175,ORD_00067,269,2023-01-06,12:40:49,it006,6,1
176,ORD_00067,269,2023-01-06,12:40:49,it036,4,1
177,ORD_00068,269,2023-01-06,18:32:49,it033,4,1
178,ORD_00068,269,2023-01-06,18:32:49,it007,2,1
179,ORD_00068,269,2023-01-06,18:32:49,it018,7,1
180,ORD_00068,269,2023-01-06,18:32:49,it021,1,1
181,ORD_00068,269,2023-01-06,18:32:49,it016,8,1
182,ORD_00069,19,2023-01-06,12:28:39,it004,2,0
183,ORD_00069,19,2023-01-06,12:28:39,it008,2,0
184,ORD_00069,19,2023-01-06,12:28:39,it028,1,0
185,ORD_00070,42,2023-01-06,22:18:19,it027,6,0
186,ORD_00070,42,2023-01-06,22:18:19,it033,9,0
187,ORD_00070,42,2023-01-06,22:18:19,it007,7,0
188,ORD_00071,42,2023-01-06,20:45:45,it037,6,1
189,ORD_00071,42,2023-01-06,20:45:45,it009,7,1
190,ORD_00071,42,2023-01-06,20:45:45,it027,6,1
191,ORD_00072,269,2023-01-06,20:41:16,it001,4,1
192,ORD_00072,269,2023-01-06,20:41:16,it028,1,1
193,ORD_00073,269,2023-01-06,19:47:51,it030,4,0
194,ORD_00074,69,2023-01-06,10:58:20,it011,1,1
195,ORD_00074,69,2023-01-06,10:58:20,it024,1,1
196,ORD_00074,69,2023-01-06,10:58:20,it031,5,1
197,ORD_00075,69,2023-01-06,22:01:09,it034,7,1
198,ORD_00075,69,2023-01-06,22:01:09,it003,8,1
199,ORD_00075,69,2023-01-06,22:01:09,it008,10,1
200,ORD_00075,69,2023-01-06,22:01:09,it037,3,1
201,ORD_00076,69,2023-01-06,12:01:12,it012,4,0
202,ORD_00076,69,2023-01-06,12:01:12,it004,9,0
203,ORD_00076,69,2023-01-06,12:01:12,it007,10,0
204,ORD_00077,69,2023-01-06,19:09:51,it008,5,1
205,ORD_00077,69,2023-01-06,19:09:51,it036,3,1
206,ORD_00077,69,2023-01-06,19:09:51,it031,7,1
207,ORD_00078,69,2023-01-06,18:53:37,it017,8,1
208,ORD_00078,69,2023-01-06,18:53:37,it001,4,1
209,ORD_00078,69,2023-01-06,18:53:37,it011,9,1
210,ORD_00078,69,2023-01-06,18:53:37,it027,2,1
211,ORD_00080,69,2023-01-06,12:45:40,it017,9,0
212,ORD_00080,69,2023-01-06,12:45:40,it017,9,0
213,ORD_00080,69,2023-01-06,12:45:40,it034,2,0
214,ORD_00081,69,2023-01-06,12:49:23,it019,10,1
215,ORD_00081,69,2023-01-06,12:49:23,it032,3,1
216,ORD_00081,69,2023-01-06,12:49:23,it034,1,1
217,ORD_00081,69,2023-01-06,12:49:23,it031,2,1
218,ORD_00082,69,2023-01-06,22:33:58,it036,10,1
219,ORD_00082,69,2023-01-06,22:33:58,it023,7,1
220,ORD_00082,69,2023-01-06,22:33:58,it025,3,1
221,ORD_00085,69,2023-01-06,12:46:05,it036,5,1
222,ORD_00085,69,2023-01-06,12:46:05,it023,5,1
223,ORD_00085,69,2023-01-06,12:46:05,it021,1,1
224,ORD_00085,69,2023-01-07,12:46:05,it021,5,1
225,ORD_00085,69,2023-01-07,12:46:05,it003,3,1
226,ORD_00086,69,2023-01-07,13:27:14,it030,5,0
227,ORD_00086,69,2023-01-07,13:27:14,it016,4,0
228,ORD_00086,69,2023-01-07,13:27:14,it009,2,0
229,ORD_00087,69,2023-01-07,21:16:30,it030,3,1
230,ORD_00088,4,2023-01-07,18:38:28,it006,1,1
231,ORD_00088,4,2023-01-07,18:38:28,it016,8,1
232,ORD_00089,4,2023-01-07,21:41:42,it015,9,0
233,ORD_00089,4,2023-01-07,21:41:42,it019,7,0
234,ORD_00089,4,2023-01-07,21:41:42,it034,6,0
235,ORD_00091,4,2023-01-07,22:01:19,it033,7,1
236,ORD_00091,4,2023-01-07,22:01:19,it013,3,1
237,ORD_00091,4,2023-01-07,22:01:19,it029,6,1
238,ORD_00092,4,2023-01-07,19:44:05,it022,4,1
239,ORD_00092,4,2023-01-07,19:44:05,it022,10,1
240,ORD_00093,4,2023-01-07,18:36:26,it028,3,0
241,ORD_00093,4,2023-01-07,18:36:26,it026,4,0
242,ORD_00094,4,2023-01-07,13:50:24,it017,5,1
243,ORD_00094,4,2023-01-07,13:50:24,it022,9,1
244,ORD_00094,4,2023-01-07,13:50:24,it017,7,1
245,ORD_00094,4,2023-01-07,13:50:24,it003,8,1
246,ORD_00094,4,2023-01-07,13:50:24,it027,5,1
247,ORD_00094,4,2023-01-07,13:50:24,it007,1,1
248,ORD_00094,4,2023-01-07,13:50:24,it013,5,1
249,ORD_00095,4,2023-01-07,19:04:31,it016,3,1
250,ORD_00095,4,2023-01-07,19:04:31,it019,1,1
251,ORD_00096,4,2023-01-07,22:26:14,it006,3,0
252,ORD_00096,4,2023-01-07,22:26:14,it035,10,0
253,ORD_00097,4,2023-01-07,18:55:48,it026,4,1
254,ORD_00097,4,2023-01-07,18:55:48,it010,1,1
255,ORD_00097,4,2023-01-07,18:55:48,it017,2,1
256,ORD_00098,4,2023-01-07,20:44:07,it016,7,1
257,ORD_00098,4,2023-01-07,20:44:07,it001,2,1
258,ORD_00098,4,2023-01-07,20:44:07,it017,1,1
259,ORD_00099,4,2023-01-07,19:06:57,it029,3,0
260,ORD_00099,4,2023-01-07,19:06:57,it021,4,0
261,ORD_00099,4,2023-01-07,19:06:57,it010,7,0
262,ORD_00100,4,2023-01-07,19:18:43,it001,4,0
263,ORD_00100,4,2023-01-07,19:18:43,it001,7,0
264,ORD_00101,4,2023-01-07,20:47:59,it012,4,1
265,ORD_00101,4,2023-01-07,20:47:59,it002,10,1
266,ORD_00102,4,2023-01-07,22:01:09,it009,4,1
267,ORD_00103,7,2023-01-07,13:11:03,it023,4,0
268,ORD_00103,7,2023-01-07,13:11:03,it031,10,0
269,ORD_00103,7,2023-01-07,13:11:03,it010,3,0
270,ORD_00103,7,2023-01-07,13:11:03,it034,6,0
271,ORD_00104,7,2023-01-07,19:33:58,it021,6,1
272,ORD_00105,154,2023-01-07,13:59:22,it019,8,1
273,ORD_00106,149,2023-01-07,20:27:22,it034,4,0
274,ORD_00106,149,2023-01-07,20:27:22,it037,5,0
275,ORD_00107,149,2023-01-07,22:12:52,it017,2,1
276,ORD_00107,149,2023-01-07,22:12:52,it003,7,1
277,ORD_00107,149,2023-01-07,22:12:52,it005,3,1
278,ORD_00107,149,2023-01-07,22:12:52,it016,2,1
279,ORD_00107,149,2023-01-07,22:12:52,it014,2,1
280,ORD_00108,149,2023-01-07,13:31:58,it018,9,1
281,ORD_00108,149,2023-01-07,13:31:58,it022,4,1
282,ORD_00109,149,2023-01-07,11:47:47,it010,7,0
283,ORD_00109,149,2023-01-07,11:47:47,it028,6,0
284,ORD_00109,149,2023-01-07,11:47:47,it032,3,0
285,ORD_00111,149,2023-01-07,18:49:59,it019,1,1
286,ORD_00111,149,2023-01-07,18:49:59,it008,2,1
287,ORD_00112,149,2023-01-08,21:31:14,it004,9,1
288,ORD_00112,149,2023-01-08,21:31:14,it006,9,1
289,ORD_00113,149,2023-01-08,11:44:24,it013,3,0
290,ORD_00114,50,2023-01-08,19:17:02,it012,3,1
291,ORD_00115,50,2023-01-08,18:38:36,it035,2,1
292,ORD_00115,50,2023-01-08,18:38:36,it009,4,1
293,ORD_00115,50,2023-01-08,18:38:36,it019,4,1
294,ORD_00115,50,2023-01-08,18:38:36,it020,2,1
295,ORD_00115,50,2023-01-08,18:38:36,it035,4,1
296,ORD_00117,50,2023-01-08,12:08:13,it003,9,1
297,ORD_00117,50,2023-01-08,12:08:13,it009,3,1
298,ORD_00118,50,2023-01-08,21:57:08,it008,1,1
299,ORD_00119,241,2023-01-08,11:21:02,it028,6,0
300,ORD_00119,241,2023-01-08,11:21:02,it033,3,0
301,ORD_00119,241,2023-01-08,11:21:02,it009,6,0
302,ORD_00120,241,2023-01-08,11:03:50,it028,5,0
303,ORD_00120,241,2023-01-08,11:03:50,it034,10,0
304,ORD_00121,241,2023-01-08,11:37:36,it036,3,1
305,ORD_00121,241,2023-01-08,11:37:36,it009,2,1
306,ORD_00121,241,2023-01-08,11:37:36,it025,7,1
307,ORD_00122,241,2023-01-08,21:09:22,it012,10,1
308,ORD_00124,59,2023-01-08,20:02:02,it014,9,1
309,ORD_00125,47,2023-01-08,13:49:34,it006,5,1
310,ORD_00125,47,2023-01-08,13:49:34,it002,4,1
311,ORD_00125,47,2023-01-08,13:49:34,it021,3,1
312,ORD_00126,47,2023-01-08,20:30:51,it031,8,0
313,ORD_00126,47,2023-01-08,20:30:51,it025,7,0
314,ORD_00126,47,2023-01-08,20:30:51,it003,10,0
315,ORD_00126,47,2023-01-08,20:30:51,it034,3,0
316,ORD_00127,47,2023-01-08,11:36:49,it033,10,1
317,ORD_00127,47,2023-01-08,11:36:49,it020,8,1
318,ORD_00127,47,2023-01-08,11:36:49,it018,7,1
319,ORD_00127,47,2023-01-08,11:36:49,it001,10,1
320,ORD_00127,47,2023-01-08,11:36:49,it006,3,1
321,ORD_00128,47,2023-01-08,13:37:32,it026,5,1
322,ORD_00129,279,2023-01-08,12:56:25,it036,2,0
323,ORD_00129,279,2023-01-08,12:56:25,it002,3,0
324,ORD_00129,279,2023-01-08,12:56:25,it034,1,0
325,ORD_00130,279,2023-01-08,10:52:29,it005,6,0
326,ORD_00130,279,2023-01-08,10:52:29,it020,7,0
327,ORD_00131,279,2023-01-08,13:05:40,it014,10,1
328,ORD_00131,279,2023-01-08,13:05:40,it026,9,1
329,ORD_00131,279,2023-01-08,13:05:40,it028,7,1
330,ORD_00131,279,2023-01-08,13:05:40,it009,1,1
331,ORD_00131,279,2023-01-08,13:05:40,it030,4,1
332,ORD_00132,279,2023-01-08,18:38:35,it020,9,1
333,ORD_00133,190,2023-01-08,20:30:11,it025,1,0
334,ORD_00133,190,2023-01-08,20:30:11,it012,1,0
335,ORD_00133,190,2023-01-08,20:30:11,it022,2,0
336,ORD_00134,190,2023-01-08,20:47:35,it007,10,1
337,ORD_00134,190,2023-01-08,20:47:35,it015,6,1
338,ORD_00134,190,2023-01-08,20:47:35,it032,1,1
339,ORD_00135,190,2023-01-08,20:40:40,it015,5,1
340,ORD_00135,190,2023-01-08,20:40:40,it019,2,1
341,ORD_00135,190,2023-01-08,20:40:40,it005,5,1
342,ORD_00136,190,2023-01-08,12:27:33,it006,9,0
343,ORD_00136,190,2023-01-08,12:27:33,it019,2,0
344,ORD_00137,190,2023-01-08,19:27:44,it014,3,1
345,ORD_00137,190,2023-01-08,19:27:44,it010,2,1
346,ORD_00137,190,2023-01-08,19:27:44,it027,7,1
347,ORD_00138,190,2023-01-08,12:03:33,it016,4,1
348,ORD_00138,190,2023-01-08,12:03:33,it036,10,1
349,ORD_00138,190,2023-01-08,12:03:33,it023,4,1
350,ORD_00139,190,2023-01-08,20:03:14,it035,5,0
351,ORD_00139,190,2023-01-08,20:03:14,it033,1,0
352,ORD_00139,190,2023-01-08,20:03:14,it033,7,0
353,ORD_00140,190,2023-01-08,21:28:07,it024,4,0
354,ORD_00140,190,2023-01-08,21:28:07,it031,7,0
355,ORD_00140,190,2023-01-08,21:28:07,it033,7,0
356,ORD_00141,190,2023-01-08,20:47:04,it002,5,1
357,ORD_00142,90,2023-01-08,22:29:13,it035,6,1
358,ORD_00142,90,2023-01-08,22:29:13,it002,1,1
359,ORD_00143,90,2023-01-08,18:43:51,it035,2,0
360,ORD_00144,199,2023-01-08,11:09:17,it007,4,1
361,ORD_00144,199,2023-01-08,11:09:17,it018,7,1
362,ORD_00145,199,2023-01-09,13:54:59,it035,4,1
363,ORD_00146,154,2023-01-09,18:57:22,it032,2,0
364,ORD_00146,154,2023-01-09,18:57:22,it035,5,0
365,ORD_00146,154,2023-01-09,18:57:22,it025,2,0
366,ORD_00147,154,2023-01-09,12:23:36,it027,8,1
367,ORD_00148,221,2023-01-09,19:25:50,it020,4,1
368,ORD_00148,221,2023-01-09,19:25:50,it036,9,1
369,ORD_00148,221,2023-01-09,19:25:50,it028,2,1
370,ORD_00148,221,2023-01-09,19:25:50,it027,2,1
371,ORD_00148,221,2023-01-09,19:25:50,it034,7,1
372,ORD_00149,221,2023-01-09,11:21:08,it033,2,0
373,ORD_00150,86,2023-01-09,11:33:14,it026,7,0
374,ORD_00150,86,2023-01-09,11:33:14,it037,7,0
375,ORD_00151,86,2023-01-09,20:41:29,it007,5,1
376,ORD_00151,86,2023-01-09,20:41:29,it034,2,1
377,ORD_00151,86,2023-01-09,20:41:29,it015,8,1
378,ORD_00151,86,2023-01-09,20:41:29,it013,2,1
379,ORD_00153,86,2023-01-09,21:23:45,it010,9,0
380,ORD_00153,86,2023-01-09,21:23:45,it002,1,0
381,ORD_00153,86,2023-01-09,21:23:45,it008,3,0
382,ORD_00154,86,2023-01-09,13:30:52,it029,9,1
383,ORD_00154,86,2023-01-09,13:30:52,it010,6,1
384,ORD_00154,86,2023-01-09,13:30:52,it023,2,1
385,ORD_00154,86,2023-01-09,13:30:52,it016,4,1
386,ORD_00155,86,2023-01-09,10:54:16,it026,9,1
387,ORD_00155,86,2023-01-09,10:54:16,it029,6,1
388,ORD_00155,86,2023-01-09,10:54:16,it008,1,1
389,ORD_00156,86,2023-01-09,11:24:49,it003,4,0
390,ORD_00156,86,2023-01-09,11:24:49,it013,4,0
391,ORD_00156,86,2023-01-09,11:24:49,it001,6,0
392,ORD_00156,86,2023-01-09,11:24:49,it002,6,0
393,ORD_00157,86,2023-01-09,11:09:49,it008,9,1
394,ORD_00158,273,2023-01-09,21:57:32,it014,5,1
395,ORD_00158,273,2023-01-09,21:57:32,it018,7,1
396,ORD_00158,273,2023-01-09,21:57:32,it017,6,1
397,ORD_00159,273,2023-01-09,21:25:42,it034,7,0
398,ORD_00159,273,2023-01-09,21:25:42,it033,10,0
399,ORD_00159,273,2023-01-09,21:25:42,it004,4,0
400,ORD_00159,273,2023-01-09,21:25:42,it016,10,0
401,ORD_00161,273,2023-01-09,21:42:22,it029,10,1
402,ORD_00162,29,2023-01-09,11:40:21,it011,1,1
403,ORD_00162,29,2023-01-09,11:40:21,it013,5,1
404,ORD_00162,29,2023-01-09,11:40:21,it009,10,1
405,ORD_00162,29,2023-01-09,11:40:21,it004,5,1
406,ORD_00163,29,2023-01-09,12:32:30,it035,6,0
407,ORD_00163,29,2023-01-09,12:32:30,it019,3,0
408,ORD_00164,29,2023-01-09,11:20:08,it016,2,1
409,ORD_00165,5,2023-01-09,22:24:54,it009,8,1
410,ORD_00165,5,2023-01-09,22:24:54,it019,6,1
411,ORD_00166,5,2023-01-09,11:30:58,it036,1,0
412,ORD_00166,5,2023-01-09,11:30:58,it034,5,0
413,ORD_00169,5,2023-01-09,10:45:57,it001,10,0
414,ORD_00169,5,2023-01-09,10:45:57,it002,3,0
415,ORD_00169,5,2023-01-09,10:45:57,it032,5,0
416,ORD_00170,5,2023-01-09,13:25:51,it030,6,0
417,ORD_00170,5,2023-01-09,13:25:51,it037,4,0
418,ORD_00170,5,2023-01-09,13:25:51,it021,3,0
419,ORD_00170,5,2023-01-09,13:25:51,it010,8,0
420,ORD_00170,5,2023-01-09,13:25:51,it009,3,0
421,ORD_00170,5,2023-01-09,13:25:51,it017,4,0
422,ORD_00171,5,2023-01-09,11:47:12,it023,2,1
423,ORD_00171,5,2023-01-09,11:47:12,it009,1,1
424,ORD_00171,5,2023-01-09,11:47:12,it018,8,1
425,ORD_00171,5,2023-01-09,11:47:12,it026,2,1
426,ORD_00172,5,2023-01-09,13:34:03,it007,3,1
427,ORD_00172,5,2023-01-09,13:34:03,it010,2,1
428,ORD_00173,5,2023-01-09,22:15:12,it002,10,0
429,ORD_00174,236,2023-01-09,20:20:02,it017,1,1
430,ORD_00175,257,2023-01-09,11:40:30,it003,5,1
431,ORD_00175,257,2023-01-09,11:40:30,it016,1,1
432,ORD_00176,257,2023-01-09,11:33:14,it003,6,0
433,ORD_00176,257,2023-01-09,11:33:14,it021,4,0
434,ORD_00176,257,2023-01-09,11:33:14,it025,3,0
435,ORD_00176,257,2023-01-09,11:33:14,it007,10,0
436,ORD_00177,257,2023-01-09,20:04:40,it019,9,1
437,ORD_00177,257,2023-01-09,20:04:40,it005,9,1
438,ORD_00177,257,2023-01-09,20:04:40,it002,4,1
439,ORD_00177,257,2023-01-09,20:04:40,it020,5,1
440,ORD_00177,257,2023-01-09,20:04:40,it014,5,1
441,ORD_00178,257,2023-01-09,10:34:28,it033,8,1
442,ORD_00178,257,2023-01-09,10:34:28,it006,7,1
443,ORD_00179,257,2023-01-10,22:39:20,it004,9,0
444,ORD_00179,257,2023-01-10,22:39:20,it013,4,0
445,ORD_00180,257,2023-01-10,11:27:25,it031,9,0
446,ORD_00180,257,2023-01-10,11:27:25,it032,1,0
447,ORD_00180,257,2023-01-10,11:27:25,it029,1,0
448,ORD_00181,257,2023-01-10,12:51:23,it010,4,1
449,ORD_00181,257,2023-01-10,12:51:23,it015,8,1
